month,location,class,variety,grade description,units,transmode,bid_low,bid_high,pricing point,delivery period
2009-03-01,"South Texas, TX",GRASS,,GOOD,Small Square,Truck,6,7.5,FOB,30 Day Delivery
2009-03-01,"South Texas, TX",GRASS,,GOOD,Large Round,Truck,60,70,FOB,30 Day Delivery
2009-03-01,"South Texas, TX",GRASS,,GOOD,"Large Rd/roll, 5x5, 5x6",Truck,60,70,FOB,30 Day Delivery
2009-03-01,"South Texas, TX",GRASS,,PREMIUM,Small Square,Truck,6,7.5,FOB,30 Day Delivery
2009-03-01,"South Texas, TX",GRASS,,PREMIUM,"Large Rd/roll, 5x5, 5x6",Truck,60,70,FOB,30 Day Delivery
2009-03-01,"South Texas, TX",GRASS,,PREMIUM,"Small square, per bale",Truck,6,7.5,FOB,30 Day Delivery
2009-03-01,"South Texas, TX",GRASS,,PREMIUM,Large Round,Truck,60,70,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,GOOD,Large Square Bales,Truck,170,200,Delivered,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,GOOD,Small Square,Truck,6,7,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,GOOD,Small Square Bales,Truck,200,230,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,GOOD,"Small square, per bale",Truck,6,7,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,230,300,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,PREMIUM,"Small square, per bale",Truck,7,8,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,200,220,Delivered,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,PREMIUM,Small Square,Truck,7,8,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,230,300,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,200,220,Delivered,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,SUPREME,"Small square, per bale",Truck,7,8,FOB,30 Day Delivery
2009-03-01,"West Texas, TX",ALFALFA,,SUPREME,Small Square,Truck,7,8,FOB,30 Day Delivery
2009-03-01,"Harrisonburg, VA",ALFALFA,,FAIR,Ton,Truck,80,80,FOB,Cash
2009-03-01,"Harrisonburg, VA",ALFALFA,,FAIR,Large Square Bales,Truck,22,22,FOB,Cash
2009-03-01,"Harrisonburg, VA",ALFALFA,,GOOD,Ton,Truck,133.5,140,FOB,Cash
2009-03-01,"Harrisonburg, VA",ALFALFA,,GOOD,Small Square Bales,Truck,4.65,4.65,FOB,Cash
2009-03-01,"Harrisonburg, VA",ALFALFA,,PREMIUM,Ton,Truck,225,225,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,FAIR,Large Square Bales,Truck,24.5,24.5,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,GOOD,Ton,Truck,70.5,73,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,GOOD,Large Round Bales,Truck,31,39,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,GOOD,Small Round Bales,Truck,25,28,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,GOOD,Large Square Bales,Truck,39,39,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,PREMIUM,Ton,Truck,111,111,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,PREMIUM,Large Round Bales,Truck,61,61,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,PREMIUM,Small Round Bales,Truck,50,50,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,PREMIUM,Large Square Bales,Truck,42,47,FOB,Cash
2009-03-01,"Harrisonburg, VA",GRASS,,PREMIUM,Small Square Bales,Truck,4,4,FOB,Cash
2009-03-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,95,110,FOB,Cash
2009-03-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,110,143.75,Delivered,Cash
2009-03-01,"Wyoming, WY",ALFALFA,,GOOD,Ton,Truck,120,140,FOB,Cash
2009-03-01,"Wyoming, WY",ALFALFA,GROUND,,Ton,Truck,126,126,Delivered,Cash
2009-03-01,"Wyoming, WY",ALFALFA,,PREMIUM,Ton,Truck,140,175,FOB,Cash
2009-03-01,"Wyoming, WY",ALFALFA,,SUPREME,Ton,Truck,140,180,FOB,Cash
2009-03-01,"Wyoming, WY",ALFALFA,,UTILITY,Ton,Truck,85,85,FOB,Cash
2009-03-01,"Wyoming, WY",GRASS,,FAIR,Ton,Truck,100,115,FOB,Cash
2009-03-01,"Wyoming, WY",GRASS,,FAIR,Ton,Truck,85,85,Delivered,Cash
2009-03-01,"Wyoming, WY",GRASS,,GOOD,Ton,Truck,100,120,FOB,Cash
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,FAIR,Mid Square Bales,Truck,114,115,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,FAIR,Large Round Bales,Truck,105,110,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,FAIR,Large Square Bales,Truck,114,115,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,GOOD,Mid Square Bales,Truck,132,132,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,GOOD,Large Round Bales,Truck,110,110,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,GOOD,Large Square Bales,Truck,114,120,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,PREMIUM,Large Round Bales,Truck,126,126,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,PREMIUM,Large Square Bales,Truck,121,139,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,SUPREME,Large Round Bales,Truck,118,128,FOB Stack,30 Day Delivery
2009-03-01,"Wyoming Video Hay Auction, WY",ALFALFA,,SUPREME,Large Square Bales,Truck,158,161,FOB Stack,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,FAIR,Large Square Bales,Truck,120,130,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,FAIR,Small Square,Truck,150,175,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,FAIR,Small square,Truck,150,175,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,GOOD,Large Round Bales,Truck,125,125,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,GOOD,Large Square Bales,Truck,130,140,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,GOOD,Small square,Truck,165,200,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,GOOD,Small Square,Truck,165,200,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,PREMIUM,Small Square,Truck,200,240,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,PREMIUM,Large Round Bales,Truck,140,154,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,PREMIUM,Small square,Truck,200,240,FOB,30 Day Delivery
2009-04-01,"Mountain Area, CO",GRASS,,PREMIUM,Large Square Bales,Truck,150,160,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",ALFALFA,,GOOD,Small square,Truck,155,185,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",ALFALFA,,GOOD,Small Square,Truck,155,185,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",ALFALFA,,PREMIUM,Small square,Truck,250,275,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,250,275,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",GRASS,,GOOD,Large Square Bales,Truck,130,130,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",GRASS,,PREMIUM,Small square,Truck,250,290,FOB,30 Day Delivery
2009-04-01,"Northeast Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,250,290,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",ALFALFA,,FAIR,Large Square Bales,Truck,150,160,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",ALFALFA,,GOOD,Large Square Bales,Truck,160,170,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,170,180,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",GRASS,,GOOD,Large Square Bales,Truck,135,135,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",GRASS,,GOOD,Small square,Truck,125,125,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",GRASS,,GOOD,Small Square,Truck,125,125,FOB,30 Day Delivery
2009-04-01,"San Luis Valley, CO",GRASS,,PREMIUM,Large Square Bales,Truck,165,165,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",ALFALFA,,FAIR,Large Square Bales,Truck,140,150,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,170,185,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,290,290,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,190,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",ALFALFA,,PREMIUM,Small square,Truck,290,290,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",ALFALFA,,UTILITY,Large Square Bales,Truck,120,120,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",GRASS,,GOOD,Small square,Truck,210,210,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",GRASS,,GOOD,Small Square,Truck,210,210,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",GRASS,,PREMIUM,Small square,Truck,230,260,FOB,30 Day Delivery
2009-04-01,"South Western Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,230,260,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",ALFALFA,,FAIR,Large Square Bales,Truck,165,165,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",ALFALFA,,GOOD,Large Square Bales,Truck,160,175,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",ALFALFA,,GOOD,Small Square,Truck,170,170,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",ALFALFA,,GOOD,Small square,Truck,170,170,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,185,190,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",ALFALFA,,UTILITY,Large Square Bales,Truck,120,130,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",GRASS,,PREMIUM,Small square,Truck,200,200,FOB,30 Day Delivery
2009-04-01,"Southeast Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,200,200,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,FAIR,Small square,Truck,150,175,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,FAIR,Small Square,Truck,150,175,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,FAIR,Large Square Bales,Truck,120,130,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,GOOD,Small square,Truck,165,200,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,GOOD,Large Square Bales,Truck,130,140,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,GOOD,Large Round Bales,Truck,125,125,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,GOOD,Small Square,Truck,165,200,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,PREMIUM,Small Square,Truck,200,240,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,PREMIUM,Large Round Bales,Truck,140,154,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,PREMIUM,Large Square Bales,Truck,150,160,FOB,30 Day Delivery
2009-04-01,"Western Slope Area, CO",GRASS,,PREMIUM,Small square,Truck,200,240,FOB,30 Day Delivery
2009-04-01,"Iowa, IA",ALFALFA,,GOOD,Large Round Bales,Truck,110,110,FOB,Cash
2009-04-01,"Iowa, IA",ALFALFA,,PREMIUM,Large Square Bales,Truck,200,200,FOB,Cash
2009-04-01,"Iowa, IA",ALFALFA,,PREMIUM,Small Square Bales,Truck,200,200,FOB,Cash
2009-04-01,"Central Illinois, IL",ALFALFA,,FAIR,Ton,Truck,50,120,,
2009-04-01,"Central Illinois, IL",ALFALFA,,GOOD,Ton,Truck,120,180,,
2009-04-01,"Central Illinois, IL",ALFALFA,,PREMIUM,Ton,Truck,130,210,,
2009-04-01,"Central Illinois, IL",GRASS,,FAIR,Ton,Truck,60,100,,
2009-04-01,"Central Illinois, IL",GRASS,,GOOD,Ton,Truck,80,140,,
2009-04-01,"Central Illinois, IL",GRASS,,PREMIUM,Ton,Truck,100,160,,
2009-04-01,"Northern Illinois, IL",ALFALFA,,FAIR,Ton,Truck,80,140,,
2009-04-01,"Northern Illinois, IL",ALFALFA,,GOOD,Ton,Truck,100,180,,
2009-04-01,"Northern Illinois, IL",ALFALFA,,PREMIUM,Ton,Truck,160,200,,
2009-04-01,"Northern Illinois, IL",GRASS,,FAIR,Ton,Truck,60,100,,
2009-04-01,"Northern Illinois, IL",GRASS,,GOOD,Ton,Truck,80,140,,
2009-04-01,"Northern Illinois, IL",GRASS,,PREMIUM,Ton,Truck,130,160,,
2009-04-01,"W.S. West, IL",ALFALFA,,FAIR,Ton,Truck,80,120,,
2009-04-01,"W.S. West, IL",ALFALFA,,GOOD,Ton,Truck,90,180,,
2009-04-01,"W.S. West, IL",ALFALFA,,PREMIUM,Ton,Truck,180,200,,
2009-04-01,"W.S. West, IL",GRASS,,FAIR,Ton,Truck,50,80,,
2009-04-01,"W.S. West, IL",GRASS,,GOOD,Ton,Truck,80,140,,
2009-04-01,"W.S. West, IL",GRASS,,PREMIUM,Ton,Truck,120,160,,
2009-04-01,"Kansas, KS",ALFALFA,,GOOD,Ton,,120,130,FOB,
2009-04-01,"Kansas, KS",ALFALFA,,PREMIUM,Ton,,140,150,FOB,
2009-04-01,"Kansas, KS",ALFALFA,,SUPREME,Ton,,160,180,FOB,
2009-04-01,"Kansas, KS",GRASS,,GOOD,Ton,,70,95,FOB,
2009-04-01,"Montana, MT",ALFALFA,,GOOD,Ton,Truck,107.5,115,,
2009-04-01,"Montana, MT",ALFALFA,,PREMIUM,Ton,Truck,120,127.5,,
2009-04-01,"Montana, MT",GRASS,,GOOD,Ton,Truck,81.67,95,,
2009-04-01,"Montana, MT",GRASS,,PREMIUM,Ton,Truck,85,105,,
2009-04-01,"Montana Hay, MT",ALFALFA,,GOOD,Ton,Truck,107.5,115,,
2009-04-01,"Montana Hay, MT",ALFALFA,,PREMIUM,Ton,Truck,120,127.5,,
2009-04-01,"Montana Hay, MT",GRASS,,GOOD,Ton,Truck,81.67,95,,
2009-04-01,"Montana Hay, MT",GRASS,,PREMIUM,Ton,Truck,85,105,,
2009-04-01,"Nebraska, NE",ALFALFA,,GOOD,Large Round Bales,Truck,75,83.75,FOB,Cash
2009-04-01,"Nebraska, NE",ALFALFA,GROUND,,Ton,Truck,115,125,Delivered,Cash
2009-04-01,"Nebraska, NE",ALFALFA,,PREMIUM,Large Round Bales,Truck,140,140,FOB,Cash
2009-04-01,"Nebraska, NE",ALFALFA,,PREMIUM,Large Square Bales,Truck,180,200,FOB,Cash
2009-04-01,"Nebraska, NE",ALFALFA,,PREMIUM,Small Square Bales,Truck,180,200,FOB,Cash
2009-04-01,"Nebraska, NE",GRASS,,PREMIUM,Large Round Bales,Truck,85,85,FOB,Cash
2009-04-01,"Nebraska, NE",GRASS,,PREMIUM,Large Square Bales,Truck,115,120,FOB,Cash
2009-04-01,"Nebraska, NE",GRASS,,PREMIUM,Small Square Bales,Truck,115,120,FOB,Cash
2009-04-01,"Western Nebraska, NE",ALFALFA,,FAIR,Ton,Truck,95,110,FOB,Cash
2009-04-01,"Western Nebraska, NE",ALFALFA,,GOOD,Ton,Truck,110,130,FOB,Cash
2009-04-01,"Western Nebraska, NE",ALFALFA,GROUND,,Ton,Truck,120,130,Delivered,Cash
2009-04-01,"Western Nebraska, NE",ALFALFA,,PREMIUM,Ton,Truck,130,145,FOB,Cash
2009-04-01,"Western Nebraska, NE",ALFALFA,,UTILITY,Ton,Truck,90,90,FOB,Cash
2009-04-01,"East River-So. Dakota, SD",ALFALFA,,FAIR,Ton,Truck,80,90,FOB,30 Day Delivery
2009-04-01,"East River-So. Dakota, SD",ALFALFA,,GOOD,Ton,Truck,145,157.5,FOB,30 Day Delivery
2009-04-01,"East River-So. Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,175,180,FOB,30 Day Delivery
2009-04-01,"East River-So. Dakota, SD",ALFALFA,,SUPREME,Ton,Truck,200,200,FOB,30 Day Delivery
2009-04-01,"East River-So. Dakota, SD",GRASS,,FAIR,Ton,Truck,65,70,FOB,30 Day Delivery
2009-04-01,"East River-So. Dakota, SD",GRASS,,GOOD,Ton,Truck,80,80,FOB,30 Day Delivery
2009-04-01,"Southwestern South Dakota, SD",ALFALFA,,FAIR,Ton,Truck,50,70,FOB,Cash
2009-04-01,"Southwestern South Dakota, SD",ALFALFA,,GOOD,Ton,Truck,70,90,FOB,Cash
2009-04-01,"Southwestern South Dakota, SD",ALFALFA,,PREMIUM,Ton,Truck,85,120,FOB,Cash
2009-04-01,"Southwestern South Dakota, SD",GRASS,,FAIR,Ton,Truck,65,72.5,FOB,Cash
2009-04-01,"Southwestern South Dakota, SD",GRASS,,GOOD,Ton,Truck,60,76.25,FOB,Cash
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,FAIR,Large Square Bales,Truck,145,160,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Large Square Bales,Truck,150,200,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,GOOD,Small Square Bales,Truck,230,250,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,200,228.75,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,250,300,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,200,228.75,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,250,300,Delivered,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,FAIR,"Small square, per bale",Truck,5,6,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,FAIR,Large Round,Truck,35,70,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,FAIR,"Large Rd/roll, 5x5, 5x6",Truck,35,70,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,GOOD,"Large Rd/roll, 5x5, 5x6",Truck,70,85,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,GOOD,Small Square,Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,GOOD,Large Round,Truck,70,85,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,GOOD,"Small square, per bale",Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,"Large Rd/roll, 5x5, 5x6",Truck,70,85,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Large Round,Truck,70,85,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,"Small square, per bale",Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"North, Central and East Texas, TX",GRASS,,PREMIUM,Small Square,Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,FAIR,Large Square Bales,Truck,137.5,150,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,GOOD,Large Square Bales,Truck,150,200,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,GOOD,Small Square Bales,Truck,215,243.75,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,GROUND,,Ton,Truck,150,175,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,198.75,222.5,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,PREMIUM,Small Square Bales,Truck,243.75,272.5,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,198.75,222.5,Delivered,30 Day Delivery
2009-04-01,"Panhandle, TX",ALFALFA,,SUPREME,Small Square Bales,Truck,243.75,272.5,Delivered,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,FAIR,Small Square,Truck,5,6,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,FAIR,"Large Rd/roll, 5x5, 5x6",Truck,36.25,70,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,FAIR,"Small square, per bale",Truck,5,6,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,FAIR,Large Round,Truck,36.25,70,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,GOOD,"Large Rd/roll, 5x5, 5x6",Truck,70,85,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,GOOD,"Small square, per bale",Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,GOOD,Large Round,Truck,70,85,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,GOOD,Small Square,Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,PREMIUM,Large Round,Truck,70,85,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,PREMIUM,"Large Rd/roll, 5x5, 5x6",Truck,70,85,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,PREMIUM,"Small square, per bale",Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"South Texas, TX",GRASS,,PREMIUM,Small Square,Truck,6,7.75,FOB,30 Day Delivery
2009-04-01,"West Texas, TX",ALFALFA,,FAIR,Large Square Bales,Truck,140,150,Delivered,30 Day Delivery
2009-04-01,"West Texas, TX",ALFALFA,,GOOD,Large Square Bales,Truck,150,200,Delivered,30 Day Delivery
2009-04-01,"West Texas, TX",ALFALFA,,PREMIUM,Large Square Bales,Truck,200,230,Delivered,30 Day Delivery
2009-04-01,"West Texas, TX",ALFALFA,,SUPREME,Large Square Bales,Truck,200,230,Delivered,30 Day Delivery
2009-04-01,"Harrisonburg, VA",ALFALFA,,GOOD,Large Square Bales,Truck,36,36,FOB,Cash
2009-04-01,"Harrisonburg, VA",GRASS,,GOOD,Large Round Bales,Truck,127,127,FOB,Cash
2009-04-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,95,110,FOB,Cash
2009-04-01,"Wyoming, WY",ALFALFA,,FAIR,Ton,Truck,110,155,Delivered,Cash
2009-04-01,"Wyoming, WY",ALFALFA,,GOOD,Ton,Truck,120,140,FOB,Cash
2009-04-01,"Wyoming, WY",ALFALFA,GROUND,,Ton,Truck,121,126,Delivered,Cash
2009-04-01,"Wyoming, WY",ALFALFA,,PREMIUM,Ton,Truck,140,175,FOB,Cash
2009-04-01,"Wyoming, WY",ALFALFA,,UTILITY,Ton,Truck,97.5,98.75,FOB,Cash
2009-04-01,"Wyoming, WY",GRASS,,FAIR,Ton,Truck,100,115,FOB,Cash
2009-04-01,"Wyoming, WY",GRASS,,FAIR,Ton,Truck,85,85,Delivered,Cash
2009-04-01,"Wyoming, WY",GRASS,,GOOD,Ton,Truck,100,120,FOB,Cash
2009-05-01,"Mountain Area, CO",GRASS,,FAIR,Small square,Truck,150,175,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,FAIR,Small Square,Truck,150,175,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,FAIR,Large Square Bales,Truck,120,130,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,GOOD,Large Round Bales,Truck,125,125,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,GOOD,Small Square,Truck,165,200,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,GOOD,Large Square Bales,Truck,130,140,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,GOOD,Small square,Truck,165,200,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,PREMIUM,Large Square Bales,Truck,150,160,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,PREMIUM,Large Round Bales,Truck,140,170,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,PREMIUM,Small Square,Truck,200,240,FOB,30 Day Delivery
2009-05-01,"Mountain Area, CO",GRASS,,PREMIUM,Small square,Truck,200,240,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",ALFALFA,,GOOD,Small square,Truck,155,185,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",ALFALFA,,GOOD,Small Square,Truck,155,185,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",ALFALFA,,PREMIUM,Small Square,Truck,250,275,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",ALFALFA,,PREMIUM,Small square,Truck,250,275,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",GRASS,,GOOD,Large Square Bales,Truck,130,130,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",GRASS,,PREMIUM,Small Square,Truck,250,290,FOB,30 Day Delivery
2009-05-01,"Northeast Colorado, CO",GRASS,,PREMIUM,Small square,Truck,250,290,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",ALFALFA,,FAIR,Large Square Bales,Truck,150,160,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",ALFALFA,,GOOD,Large Square Bales,Truck,160,170,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",ALFALFA,,PREMIUM,Large Square Bales,Truck,170,180,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",GRASS,,GOOD,Small square,Truck,125,125,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",GRASS,,GOOD,Small Square,Truck,125,125,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",GRASS,,GOOD,Large Square Bales,Truck,135,135,FOB,30 Day Delivery
2009-05-01,"San Luis Valley, CO",GRASS,,PREMIUM,Large Square Bales,Truck,165,165,FOB,30 Day Delivery
2009-05-01,"South Western Colorado, CO",ALFALFA,,FAIR,Large Square Bales,Truck,140,150,FOB,30 Day Delivery
